id,title,rating,date,body,sentiment,category,satisfied
11,Je suis très satisfait de Rakuten que…,5,2024-06-17 00:00:00+00:00,Je suis très satisfait de Rakuten que je considère bien plus attractif que Amazon. Le service client est très réactif et les prix sont très intéressants !,Positive,Uncategorized,1
12,en toutes confiance ,5,2024-06-27 00:00:00+00:00,"il est bien de redonner vie a toutes objets et lui permettre de circuler dans d'autres mains .c'est se que j'aime  chez Rakuten France .je me sert beaucoup de cette plateforme  pour vendre ou acheter des livres ,cd. Les rapport y sont courtois  et bienveillant .merci a cette belle équipes",Positive,Books,1
13,Article envoyé rapidement,5,2024-06-28 00:00:00+00:00,"Article envoyé rapidement, très bien emballé et protégé et conforme à la description faite par le vendeur ! Très satisfait de cette commande !",Positive,Uncategorized,1
14,Expédition rapide et les 2 albums reçus…,5,2024-06-27 00:00:00+00:00,"Expédition rapide et les 2 albums reçus sont en excellent état. Je suis très satisfait et je recommande ce vendeur.
Hervé Le ster",Positive,Uncategorized,1
15,Site ergonomique avec un large choix,5,2024-06-12 00:00:00+00:00,"Site ergonomique avec un large choix, une très bonne information et une excellente mise en relation client vendeur. ",Positive,Uncategorized,1
16,Oubliez rakuten!,1,2023-10-23 00:00:00+00:00,"Je me décide à émettre l'avis négatif sur ce site qui est en fait incapable de résoudre un simple problème de livraison délictueux (remise du colis sous un faux prétendument signé -merci l'agence tout risque fedex de Marignane...) sans compter le vendeur ( SPAZIOSTOCK),lui même incapable de chercher l'erreur.. fuyez!! J'ai dû faire moi même l'enquête pour parvenir à me faire rembourser 1 mois après un processeur de plus de 400 euros...Amazon est bien plus serviable que en le sera jamais cette plateforme de vente, oubliez rakuten!",Neutral,Uncategorized,0
17,J’ai passé une commande d’AirPods début…,1,2024-06-06 00:00:00+00:00,"J’ai passé une commande d’AirPods début juin sur le site de Rakuten. Je n’ai jamais été livré. Après avoir émis deux réclamations sur le site de Rakuten ces derniers m’indiquent qu’étant donné que le délai de 14 jours suivant la livraison est passé ils ne traiteront pas mes réclamations. C’est inacceptable, je n’ai jamais été livré! Je vais déposer une plainte auprès de la DGCCRF, la pratique me semble bien huilée pour Rakuten. Attention, ne commandez pas sur leur site.",Neutral,Uncategorized,0
18,Avis sur rakuten ,5,2024-06-28 00:00:00+00:00,Je n'ai jamais eu de problème avec rakuten sur mes commandes donc je le recommande à tout le monde sans problème 👍🏻😁,Positive,Uncategorized,1
19,Bonne première expérience ,5,2024-06-25 00:00:00+00:00,Article difficile à trouver ! Présent sur Rakuten. Commande et livraison OK.  Bonne première expérience sur ce site,Positive,Uncategorized,1
20,Rakuten arnaque et vole ces vendeurs,1,2024-06-27 00:00:00+00:00,"Bonjour en tant que vendeur pendant 6 mois chez Rakuten j'ai vendu pour 300 € de marchandise j'ai du refusé 2 ventes car vendu sur un autre site la même journée, il mon facturé pour 180€ de commission d'annulation .Un prix exorbitant pour des ventes autour de 35€ en moyenne .Expérience atroce chez eux car pas de réponse a mes questions de leur par sur ces tarifs de commission .A banir a tout jamais",Neutral,Uncategorized,0
21,Site strictement franco-français: impossible pour un pays voisin de faire un achat !,1,2024-06-15 00:00:00+00:00,"On déplore totalement l'impossibilité pour un pays voisin de faire un achat sur Rakuten. Il est possible pour un belge de s'inscrire. Mais il est impossible d'acheter. Le site n'intègre pas des transporteurs européens classiques, comme par ex MR. Où est la logique ? A l'heure de l'Europe, il faudrait quand même voir un peu plus loin que la frontière...",Negative,Uncategorized,0
22,Rakuten respecte toujours ses…,5,2024-06-28 00:00:00+00:00,"Rakuten respecte toujours ses engagements 
Je n'ai jamais été déçu à chaque achat de livres",Positive,Books,1
23,Un défaut dans l'objectif,1,2024-06-27 00:00:00+00:00,"Un défaut dans l'objectif. Je l'ai signalé hier. Après un échange avec le vendeur, je présume,  il me demande de le lui expédier l'objectif et une fois reçu il me l'echangerait. J'ai appelé un numéro de téléphone qu'il a mis sur Rakuten,  il n'a pas répondu mais il envoie un message avec un numéro de téléphone,  j'appelle ce dernier numéro et le monsieur que j'ai eu au téléphone n'est au courant de rien du tout ",Neutral,Uncategorized,0
24,Très satisfaite,5,2024-06-25 00:00:00+00:00,Commande reçue rapidement. Objets en très bon état. Apprécié le petit cadeau du vendeur. ,Positive,Uncategorized,1
25,Première expérience catastrophique,1,2024-06-28 00:00:00+00:00,Première expérience catastrophique. Suite à un premier achat les Rakuten point ont mis plus de 6 semaines à arriver (sans aucune notification via application ou mail) et expirent au bout de 30 jours toujours sans aucune information préalable. Je m'en suis rendu compte le jour même de l'expiration et j'ai immédiatement contacté le service client qui n'a rien voulu faire pour ce premier (dernier) achat chez eux. Passez votre chemin tout est fait pour vous entuber avec ces Rakuten points fantaisiste et cachés qui expirent beaucoup plus vite que pour etre crédités,Neutral,Uncategorized,0
26,Super ,5,2024-06-27 00:00:00+00:00,"Envoi rapide
Portable en parfait état....aspect neuf aucun défaut...100%batterie
Très content ",Positive,Uncategorized,1
27,Superbe…,5,2024-06-27 00:00:00+00:00,Tous les articles en parfait état...rapide...des petits mots gentils accompagnant ceux ci,Positive,Uncategorized,1
28,Première expérience très concluante. ,5,2024-06-27 00:00:00+00:00,"Première expérience pour ma part. Rien à redire. Produit conforme, vendeur sérieux et rapide. Envoi en Belgique. ",Positive,Uncategorized,1
29,Pouvoir lire beaucoup de livres à moindre frais,5,2024-06-26 00:00:00+00:00,Acheter et revendre des livres d'occasion permet  la lecture à moindre frais. Merci à Rakuten de nous permettre cela. ,Positive,Books,1
30,Que soit la recherche sur votre page ou…,5,2024-06-26 00:00:00+00:00,"Que soit la recherche sur votre page ou bien la commande et la livraison, de bout en bout tout a été simple, correct et rapide",Positive,Uncategorized,1
31,J'ai commandé 2 livres le même jour…,4,2024-06-27 00:00:00+00:00,"J'ai commandé 2 livres le même jour j'ai reçu le 1er très rapidement mais le 2e a mis plus de temps. Sinon les ouvrages sont en très bon état comme la description ! 
Je recommande car je n'ai jamais eu de problème.
Merci",Positive,Books,1
32,Très bien sans mauvaise surprise.,5,2024-06-19 00:00:00+00:00,"C'est pas la première fois que je commande chez vous et je reste toujours satisfait. Délais de livraison un peu plus long cette fois mais produit très bien. Continuez ainsi.
Merci.",Positive,Uncategorized,1
33,Nous avons acheté un téléphone S21…,1,2024-06-27 00:00:00+00:00,"Nous avons acheté un téléphone S21 ultra sur Rakuten chez un pro. L'écran a cessé de fonctionner à la suite d'une mise à jour après 2 mois d'utilisation. La mise à jour ne fonctionnerait pas avec les écrans ayant été remplacé. Le vendeur ne répond pas, il n'est même pas possible de laisser un avis après 2 mois. Rakuten demande à contacter le vendeur et n'intervient pas ...",Neutral,Uncategorized,0
34,Les articles reçus (livres d'occasion)…,5,2024-06-18 00:00:00+00:00,"Les articles reçus (livres d'occasion) correspondent à la description. Le prix est correct, l'envoi très rapide.",Positive,Books,1
35,Incorrect ,1,2024-06-26 00:00:00+00:00,"Bonjour, cela fait maintenant 10 jours que je suis en réclamation car j’ai reçu une plaque à induction complètement cassée à la livraison. Pour preuve j’ai envoyé trois fois des photos de la plaque complètement cassée encore dans son emballage d’origine. Je trouve complètement aberrant de ne pas encore avoir été remboursée. ",Neutral,Uncategorized,0
36,Livre reçu en temps et heure annoncés.,5,2024-06-26 00:00:00+00:00,"Livre reçu en temps et heure annoncés.
Livre correspondant à l'annonce. Réception du colis très près de chez moi.",Positive,Books,1
37,Parfait,5,2024-06-18 00:00:00+00:00,"Toujours très satisfaite de Rakuten. 
Très bon produit avec une housse de protection et une peau de chamois en prime.",Positive,Uncategorized,1
38,Rapide et surtout le prix payé edt…,5,2024-06-19 00:00:00+00:00,Rapide et surtout le prix payé edt maintenu en attente de la livraison et satisfaction du client.,Positive,Uncategorized,1
39,Je recommande ,5,2024-06-26 00:00:00+00:00,Bon choix de produits à des tarifs raisonnable et avec une livraison rapide. Les Vendeurs semblent sérieux. ,Positive,Uncategorized,1
40,Tout s'est bien passé sur rakuten et…,5,2024-06-18 00:00:00+00:00,Tout s'est bien passé sur rakuten et ils ont toute ma confiance je recommande vivement rakuten 👍👍,Positive,Uncategorized,1
41,Produit conforme ,5,2024-06-28 00:00:00+00:00,"Livraison rapide, en bon état, produit conforme à la description de l’annonce",Positive,Uncategorized,1
42,Parfait ,5,2024-06-26 00:00:00+00:00,"Facilitées de passer la commande, du contact avec le vendeur, de régler.
Livraison soignée et rapide en 2 jours ! ",Positive,Uncategorized,1
43,EFFICACE ,5,2024-06-19 00:00:00+00:00,"Je trouve rapidement le titre recherché et en bon état , livraison rapide ",Positive,Uncategorized,1
44,Stock pas toujours actualisé,5,2024-06-26 00:00:00+00:00,"Après avoir commandé une TV en très bon état quo d'est avéré non disponible par le vendeur 3 jours après. J'ai commandé une TV neuve que j'ai bien reçue.
",Positive,Uncategorized,1
45,Transaction facile et rapide,5,2024-06-18 00:00:00+00:00,"Transaction facile et rapide, les vendeurs sont fiables et sérieux, les modes de paiements sont avantageux",Positive,Uncategorized,1
46,"Très bon site ,pas de problème…",5,2024-06-27 00:00:00+00:00,"Très bon site ,pas de problème d'échanges avec le vendeur.livraison impeccable. 
Rien à redire. ",Positive,Uncategorized,1
47,Très satisfait de ma dernière commande,5,2024-06-27 00:00:00+00:00,"Très satisfait de ma dernière commande, livrée rapidement, en très bon état. Je recommande volontiers",Positive,Uncategorized,1
48,Livraison rapide et en bon état,5,2024-06-27 00:00:00+00:00,Livraison rapide et en bon état. Bonne affaire. Téléphone tout neuf au prix de l'occasion. Merci ,Positive,Uncategorized,1
49,Achat d un livre trouvé sur le site…,5,2024-06-27 00:00:00+00:00,Achat d un livre trouvé sur le site facilement et reçu rapidement ,Positive,Books,1
50,Produit conforme,5,2024-06-19 00:00:00+00:00,"Produit conforme, envoi et réception rapides, efficacité. Rien à redire je recommande Rakuten pour les produits d’occasion ",Positive,Uncategorized,1
51,Sérieux,5,2024-06-27 00:00:00+00:00,"Site sérieux pour l'achat que j'ai eu à faire.
J'y reviendrai très probablement pour un prochain achat.",Positive,Uncategorized,1
52,Le systeme des Rakutens Points est…,2,2024-06-28 00:00:00+00:00,"Le systeme des Rakutens Points est devenu ridicule. Plus aucun interet à ce site.
Des frais supplementaires pour les achats d’occasion…
1% de points pour les produits Apple ou de grande marque.
0% meme dans certains cas.

Il est loin le temps des 5 a 7% minimum.",Neutral,Uncategorized,0
53,Tres facile pour commander chez…,5,2024-06-26 00:00:00+00:00,"Tres facile pour commander chez differents vendeurs , ainsi que pour le paiement .",Positive,Uncategorized,1
54,Très satisfait ,5,2024-06-26 00:00:00+00:00,"Très compliqué de donner un avis mais tout c’est déroulé sublimement , très très satisfait ",Positive,Uncategorized,1
55,Produits qu'on ne trouve pas ailleurs.,5,2024-06-27 00:00:00+00:00,"Produits qu'on ne trouve pas ailleurs.
Interface conviviale et intuitive.",Positive,Uncategorized,1
56,j'ai acheté un réfrigérateur faure et…,5,2024-06-22 00:00:00+00:00,j'ai acheté un réfrigérateur faure et ce fut une super expérience avec un vendeur très professionnel !!,Positive,Uncategorized,1
57,Béquille!,5,2024-06-17 00:00:00+00:00,"Rakuten sécurise les achats, intermédiaire avec les vendeurs. Réactif à nos requêtes. C'est parfait!",Positive,Uncategorized,1
58,Colis en très bon état  et à temps,4,2024-06-18 00:00:00+00:00,"Colis en très bon état, envoi et distribution à temps. Je le referais si l'occasion se présente.",Positive,Uncategorized,1
59,J'ai voulu utiliser mon porte monnaie…,1,2024-06-28 00:00:00+00:00,"J'ai voulu utiliser mon porte monnaie pour la première fois, mais c'est impossible car la date de naissance n'est pas reconnue, et impossible de la modifier..",Negative,Uncategorized,0
60,Produit livré rapidement,5,2024-06-28 00:00:00+00:00,"Produit livré rapidement, bien emballé et en bon état. Parfait !",Positive,Uncategorized,1
61,Bien ,5,2024-06-28 00:00:00+00:00,"C'est juste que tout s'est passé normalement, sans problème !",Positive,Uncategorized,1
62,J ai trouve ce que je cherchais,5,2024-06-27 00:00:00+00:00,"J ai trouve ce que je cherchais a un prix raisonnable
Le site est facile d utilisation ",Positive,Uncategorized,1
63,Nickel ,5,2024-06-26 00:00:00+00:00,"J'adore ce site. J'y chercher et j'y trouve toujours ce que je veux, à des prix vraiment intéressant.
Je n'ai jamais été déçu de mes achats.",Positive,Uncategorized,1
64,j'ai très bien recu ma commande et je suis très très satisfaite de ma commande! merci a vous,5,2024-06-28 00:00:00+00:00,"j'ai très bien recu ma commande, bien emballé, et la colle est parfaite! je suis très satisfaite de ma commande! merci a vous",Positive,Uncategorized,1
65,Envoi rapide pas de problème,5,2024-06-27 00:00:00+00:00,"Envoi rapide pas de problème, appareil bien en relation de son prix.",Positive,Uncategorized,1
66,Excellent ,5,2024-06-19 00:00:00+00:00,Service de qualité de la commande jusqu'à la livraison et le fonctionnement du logiciel. Merci,Positive,Uncategorized,1
67,Mon avis,5,2024-06-27 00:00:00+00:00,Client depuis plus de vingt ans  très satisfait jamais de soucis que des bonnes affaires .j'adore ,Positive,Uncategorized,1
68,CD reçu ,5,2024-06-28 00:00:00+00:00,"CD reçu rapidement très bien emballé et en très bon état
",Positive,Uncategorized,1
69,Tout s'est déroulé exactement comme…,5,2024-06-28 00:00:00+00:00,Tout s'est déroulé exactement comme prévu prix + délai. Impécable!,Positive,Uncategorized,1
70,Rapidité d'expédition ,5,2024-06-26 00:00:00+00:00,"Rapidité d'expédition 
C'est mon premier achat mais j'en suis très satisfaite.",Positive,Uncategorized,1
71,Article conforme à mon attente,5,2024-06-19 00:00:00+00:00,Article conforme à mon attente. Livraison super rapide.,Positive,Uncategorized,1
72,Produits de qualité et ex livraison dans…,5,2024-06-27 00:00:00+00:00,"Produits de qualité et livraison dans les meilleurs délais
",Positive,Uncategorized,1
73,très satisfaite :,5,2024-06-27 00:00:00+00:00,"très satisfaite :
colis fragile bien enveloppé dans le colis
colis arrivé rapidement au point relais",Positive,Uncategorized,1
74,B0n choix de livres neufs ou occasion,5,2024-06-27 00:00:00+00:00,B0n choix de livres neufs ou occasion. Toujours livré en temps désigné. ,Positive,Books,1
75,Trouvé facilement ce que je souhaitais,5,2024-06-27 00:00:00+00:00,"Trouvé facilement ce que je souhaitais, rapidement expédié et en très bon état.",Positive,Uncategorized,1
76,Produit conforme,5,2024-06-26 00:00:00+00:00,"Produit conforme, au meilleur prix sur le marché à la date d'achat.
Le bémol sur le délai de livraison, un peu long (12 jours)",Positive,Uncategorized,1
77,Rakuten les bonnes affaires,5,2024-06-19 00:00:00+00:00,large choix de produit reduction et protection acheteur,Positive,Uncategorized,1
78,Site sécurisé avec un service client…,5,2024-06-26 00:00:00+00:00,Site sécurisé avec un service client joignable si besoin est.,Positive,Uncategorized,1
79,La commande n'a été envoyée qu'après…,2,2024-06-18 00:00:00+00:00,"La commande n'a été envoyée qu'après une relance. 
Cependant, la communication a été satisfaisante et l'objet est arrivé en bon état. ",Neutral,Uncategorized,0
80,Facilité de commande ,4,2024-06-19 00:00:00+00:00,"Facilité de commande 
pas très réactif : 2jours pour avoir un code , peut mieux faire .",Positive,Uncategorized,1
81,Vendeur très sérieux..,5,2024-06-26 00:00:00+00:00,"Vendeur très sérieux, rapide, notice claire et complète.
Super !",Positive,Uncategorized,1
82,Je n'ai rien à signaler ou raconter car…,5,2024-06-18 00:00:00+00:00,Je n'ai rien à signaler ou raconter car tout s'est bien passé.,Positive,Uncategorized,1
83,Très bien,5,2024-06-26 00:00:00+00:00,"Commande DVD, rapide bien emballés avec un cadeau merci ",Positive,Uncategorized,1
84,Top!,5,2024-06-27 00:00:00+00:00,Top. Bien emballé et livraison tres rapide,Positive,Uncategorized,1
85,Conforme à la description,4,2024-06-18 00:00:00+00:00,"Conforme à la description
Convient pour un semi professionnel",Positive,Uncategorized,1
86,Rakuten site attractif,5,2024-06-28 00:00:00+00:00,"Envois rapides et soignés.
Prix souvent attractifs.",Positive,Uncategorized,1
87,Bien livré au devant moi à 1er étage et…,5,2024-06-27 00:00:00+00:00,Bien livré au devant moi à 1er étage et rapidement ,Positive,Uncategorized,1
88,Premier achat,5,2024-06-26 00:00:00+00:00,"Premier achat, prix attractif, très bon rapport qualité/prix, livraison rapide.",Positive,Uncategorized,1
89,Recherche facile sur le site,5,2024-06-26 00:00:00+00:00,"Recherche facile sur le site
Livraison rapide et sérieuse
",Positive,Uncategorized,1
90,matériel conforme et livré en 7 jours .,5,2024-06-26 00:00:00+00:00,"matériel conforme et livré en 7 jours .
Prix le plus performant du marché",Positive,Uncategorized,1
91,Achat,5,2024-06-28 00:00:00+00:00,Très bien et livraison rapide.je remercie Rakuten. ,Positive,Uncategorized,1
92,Produit et livraison ok,5,2024-06-27 00:00:00+00:00,Livraison dans les temps. Produit en bon état et conforme à la commande. On ne peut rien demander de plus. C'est ok,Positive,Uncategorized,1
93,Tout s'est bien passé et rapidement je…,5,2024-06-28 00:00:00+00:00,Tout s'est bien passé et rapidement je suis très content de mon achat.,Positive,Uncategorized,1
94,Commande très facile et livraison dans…,5,2024-06-27 00:00:00+00:00,Commande très facile et livraison dans les temps. Parfait achat,Positive,Uncategorized,1
95,Déroulement des Achats ,5,2024-06-27 00:00:00+00:00,"Bonjour
Les achats se sont déroulés correctement.",Positive,Uncategorized,1
96,Des achats réussis…,5,2024-06-27 00:00:00+00:00,"articles décrits avec précision et justesse, pas de déception; envoi rapide et sécurisé; bonne communication avec le vendeur.",Positive,Uncategorized,1
97,Très bien,5,2024-06-27 00:00:00+00:00,Le livre correspond bien à l'annonce ! Merci,Positive,Books,1
98,Transaction conforme et sécurisé,5,2024-06-19 00:00:00+00:00,"Transaction conforme et sécurisé
Vendeur au top",Positive,Uncategorized,1
99,conforme au descriptif,5,2024-06-27 00:00:00+00:00,"conforme au descriptif, bien emballé, envoie rapide",Positive,Uncategorized,1
100,Très bonne expérience et vendeur super.,5,2024-06-26 00:00:00+00:00,"Très bonne expérience et vendeur super.
",Positive,Uncategorized,1
101,Transaction parfaite à tous niveaux.,5,2024-06-27 00:00:00+00:00,Transaction parfaite à tous niveaux.,Positive,Uncategorized,1
102,Procédures de vente et d'achat plutôt…,4,2024-06-18 00:00:00+00:00,Procédures de vente et d'achat plutôt faciles,Positive,Uncategorized,1
103,Correspond à mes attentes ,5,2024-06-18 00:00:00+00:00,"Correspond à mes attentes 
Délais rapides",Positive,Uncategorized,1
104,Dans l'ensemble une bonne expérience,5,2024-06-19 00:00:00+00:00,"Dans l'ensemble une bonne expérience. Accompagnement dans l'achat jusqu'à la livraison. Disponibilité des vendeurs, leur réactivité. ",Positive,Uncategorized,1
105,Performant,5,2024-06-27 00:00:00+00:00,"Performant, rapide, j'aime bien !",Positive,Uncategorized,1
106,Commande bien reçu,5,2024-06-27 00:00:00+00:00,"Commande bien reçu, un peu long pour la livraison ",Positive,Uncategorized,1
107,Meilleur rapport qualité/prix !,5,2024-06-27 00:00:00+00:00,Meilleur rapport qualité/prix !,Positive,Uncategorized,1
108,J'ai trouvé rapidement et facilement ce…,5,2024-06-27 00:00:00+00:00,J'ai trouvé rapidement et facilement ce que je cherchais ,Positive,Uncategorized,1
109,Article arrivée en bonne état,5,2024-06-18 00:00:00+00:00,Article arrivée en bonne état,Positive,Uncategorized,1
110,Satisfait de ma première commande chez…,5,2024-06-27 00:00:00+00:00,Satisfait de ma première commande chez Rakuten ,Positive,Uncategorized,1
111,Livre en parfait état,5,2024-06-19 00:00:00+00:00,"Livre en parfait état, vendeur sérieux",Positive,Books,1
112,Produits conformes à l’annonce,5,2024-06-26 00:00:00+00:00,Produits conformes à l’annonce.  Envoi rapide ,Positive,Uncategorized,1
113,Colis reçu,5,2024-06-27 00:00:00+00:00,Colis reçu. Suivi ok. Merci ,Positive,Uncategorized,1
114,Envoie rapide et soigné.,5,2024-06-28 00:00:00+00:00,Envoie rapide et soigné.,Positive,Uncategorized,1
115,Très bonne expérience le seul site qui…,5,2024-06-19 00:00:00+00:00,Très bonne expérience le seul site qui offre du cash back en retour,Positive,Uncategorized,1
116,Le téléphone est génial,5,2024-06-19 00:00:00+00:00,Le téléphone est génial,Positive,Uncategorized,1
117,Conforme au produit commandé,5,2024-06-19 00:00:00+00:00,Conforme au produit commandé ,Positive,Uncategorized,1
118,Tout s'est très bien passé,5,2024-06-18 00:00:00+00:00,"Tout s'est très bien passé, comme d'habitude.",Positive,Uncategorized,1
119,colis reçu en temps voulu,5,2024-06-18 00:00:00+00:00,colis reçu en temps voulu,Positive,Uncategorized,1
120,Envoie ultra rapide emballage discret…,5,2024-06-28 00:00:00+00:00,Envoie ultra rapide emballage discret et parfait ,Positive,Uncategorized,1
121,Tout est parfait.. parfait ,5,2024-06-26 00:00:00+00:00,Tout est parfait... Comme d'habitude !,Positive,Uncategorized,1
122,Je suis satisfait de la commande que…,5,2024-06-28 00:00:00+00:00,Je suis satisfait de la commande que j’ai faite !,Positive,Uncategorized,1
123,Très bien emballé rien à dire  sérieux,5,2024-06-27 00:00:00+00:00,"

Très bien emballé rien à dire  sérieux ",Positive,Uncategorized,1
124,Les livraisons étaient conformes …,5,2024-06-18 00:00:00+00:00,"Les livraisons étaient conformes à mes commandes

",Positive,Uncategorized,1
125,colis bien reçu,5,2024-06-28 00:00:00+00:00,colis bien reçu,Positive,Uncategorized,1
126,Excellent comme toujours,5,2024-06-18 00:00:00+00:00,Excellent comme toujours,Positive,Uncategorized,1
127,Bien rapide ,4,2024-06-27 00:00:00+00:00,"Bien rapide , tout est conforme je recommande ",Positive,Uncategorized,1
128,Facilité de lien avec le site,5,2024-06-27 00:00:00+00:00,Facilité de lien avec le site,Positive,Uncategorized,1
129,Envoi conforme à mes attentes,5,2024-06-27 00:00:00+00:00,Envoi conforme à mes attentes. Et 2ème vie à  un ouvrage. ,Positive,Uncategorized,1
130,RAPIDE et SERIEUX MERCI,5,2024-06-26 00:00:00+00:00,RAPIDE et SERIEUX MERCI,Positive,Uncategorized,1
131,Il est facile d'envoyer une facture…,1,2024-06-19 00:00:00+00:00,"Il est facile d'envoyer une facture avec la tva, nous sommes en France.La, pas de taxe sur la valeur ajoutée.",Neutral,Uncategorized,0
132,Rapidité et conformité de la commande.,5,2024-06-18 00:00:00+00:00,"Rapidité et conformité de la commande.
Je recommande.",Positive,Uncategorized,1
133,Envoi soigné mais tardif.,4,2024-06-26 00:00:00+00:00,Envoi soigné mais tardif.,Positive,Uncategorized,1
134,très bien,5,2024-06-19 00:00:00+00:00,"très bien, service sérieux",Positive,Uncategorized,1
135,Prix abordable,5,2024-06-27 00:00:00+00:00,"Prix abordable,  livraison rapide et efficace .",Positive,Uncategorized,1
136,Colis livré conforme et rapidement.,5,2024-06-27 00:00:00+00:00,Colis livré conforme et rapidement.,Positive,Uncategorized,1
137,C est toujours parfait,5,2024-06-27 00:00:00+00:00,C est toujours parfait ,Positive,Uncategorized,1
138,Rapide,5,2024-06-26 00:00:00+00:00,"Rapide, conforme, intact.",Positive,Uncategorized,1
139,"Produit conforme à l' annonce , suivi de livraison un peu laborieux , mais le circuit est complexe et il y a les douanes.Vendeur sérieux ",4,2024-06-28 00:00:00+00:00,Produit conforme parfait état ,Positive,Uncategorized,1
140,Bon produit ,5,2024-06-28 00:00:00+00:00,"Bon produit 
Excellent etat",Positive,Uncategorized,1
141,des livres à moindre coût,5,2024-06-16 00:00:00+00:00,On peut trouver des livres à moindre coût et en bon état,Positive,Books,1
142,Le commandes ne sont pas toutes…,4,2024-06-26 00:00:00+00:00,Le commandes ne sont pas toutes arrivées et en plus de 72 heures.,Positive,Uncategorized,1
143,rapidite de livraison et qualite produit,5,2024-06-27 00:00:00+00:00,rapidite de livraison et qualite produit,Positive,Uncategorized,1
144,Très bien,5,2024-06-27 00:00:00+00:00,Très bien vendeur produit. ,Positive,Uncategorized,1
145,R.A.S donc très satisfait et rien de…,5,2024-06-26 00:00:00+00:00,R.A.S donc très satisfait et rien de plus à  signaler,Positive,Uncategorized,1
146,livraison rapide et soignée,5,2024-06-27 00:00:00+00:00,livraison rapide et soignée ,Positive,Uncategorized,1
147,parfait merci pour Tout,5,2024-06-27 00:00:00+00:00,parfait merci pour Tout ,Positive,Uncategorized,1
148,Très bien vendeur rapide et agreable,5,2024-06-24 00:00:00+00:00,Très bien vendeur rapide et agreable,Positive,Uncategorized,1
149,très bien je recommande!,5,2024-06-27 00:00:00+00:00,très bien je recommande!,Positive,Uncategorized,1
150,Super ,5,2024-06-26 00:00:00+00:00,J'ai commandez le 17juin j'ai  reçu le 25 juin ,Positive,Uncategorized,1
151,Livraison rapide,5,2024-06-28 00:00:00+00:00,"Livraison rapide, ras ",Positive,Uncategorized,1
152,Très bien rapide,5,2024-06-19 00:00:00+00:00,"Très bien rapide, efficace, bonne communication ",Positive,Uncategorized,1
153,Commande aisée,5,2024-06-27 00:00:00+00:00,"Commande aisée, choix varié et sécurité rassurante.",Positive,Uncategorized,1
154,Tout à été nickel et rapide.,5,2024-06-28 00:00:00+00:00,Tout à été nickel et rapide.,Positive,Uncategorized,1
155,Rapide et efficace,5,2024-06-27 00:00:00+00:00,Rapide et efficace ,Positive,Uncategorized,1
156,PARFAIT,5,2024-06-28 00:00:00+00:00,"PARFAIT. SUIS RAVIE DE CET ACHAT !
",Positive,Uncategorized,1
